No. Of Ads,Ranking,Keywords,Header,Text,URL,Location,Timestamp
4,2,"romantic restaurants in philly""""",Phillyfunguide,Find your fun in Philadelphia! ,www.Phillyfunguide.com,,1270493079
4,3,"romantic restaurants in philly""""",Horizons Restaurant,Healthy Fine-Dining on South Street Modern Cuisine and Warm Atmosphere ,www.horizonsphiladelphia.com,"611 S 7th St, Philadelphia, PA",1270493079
4,4,"romantic restaurants in philly""""",Philly Date Restaurants,Find a Place That You&#39;ll Both Actually Like with Thrillist. ,Thrillist.com,"Philadelphia, PA",1270493079
4,1,"restaurants near philadelphia""""",Cheeseburger in Paradise,Check Out What&#39;s New- Same Great Food &amp; Drinks w/ A Sports Updgrade! ,CheeseburgerInParadise.com/PA,,1270493086
4,2,"restaurants near philadelphia""""",Philly&#39;s Best Restaurants,Unbiased reviews Free concierge/Party Planning ,www.Thebestoffood.com,,1270493086
4,3,"restaurants near philadelphia""""",Restaurant.com®,Find Local Restaurants in Your Area Browse 1000s of Restaurants &amp; Save! ,www.Restaurant.com,,1270493086
4,4,"restaurants near philadelphia""""",Where To Eat in Philly,Find top-rated restaurants And the hidden gems too. ,www.NileGuide.com/Philadelphia,,1270493086
4,1,"restaurants in philadelphia downtown""""",Phillyfunguide,Find your fun in Philadelphia! ,www.Phillyfunguide.com,,1270493095
4,2,"restaurants in philadelphia downtown""""",Horizons Restaurant,Healthy Fine-Dining on South Street Modern Cuisine and Warm Atmosphere ,www.horizonsphiladelphia.com,"611 S 7th St, Philadelphia, PA",1270493095
4,3,"restaurants in philadelphia downtown""""",Local Restaurants,Looking for a local restaurant? Pick the right one from our book. ,Yellowbook.com,,1270493095
4,4,"restaurants in philadelphia downtown""""",DealOn.com,"Save over 70% on Phillly Restaurant Spas, Events &amp; More. Sign up now! ",www.DealOn.com,"Philadelphia, PA",1270493095
1,1,"restaurants on south street philadelphia""""",Horizons Restaurant,Healthy Fine-Dining on South Street Modern Cuisine and Warm Atmosphere ,www.horizonsphiladelphia.com,"611 S 7th St, Philadelphia, PA",1270493109
3,1,"restaurants in philadephia""""",Top Restaurant in Philly,"Enjoy Breakfast, Lunch Or Dinner At The Top-Rated Fountain Restaurant. ",FourSeasons.com/Philadelphia,,1270493117
3,2,"restaurants in philadephia""""",Philadelphia Restaurants,"Find the Perfect Restaurant! Browse by Cuisine, Location &amp; Features. ",www.zagat.com,"Philadelphia, PA",1270493117
3,3,"restaurants in philadephia""""",Philly&#39;s Best Restaurants,Unbiased reviews Free concierge/Party Planning ,www.Thebestoffood.com,,1270493117
2,1,"vegetarian restaurants in philly""""",Philly&#39;s Best Restaurants,Unbiased reviews Free concierge/Party Planning ,www.Thebestoffood.com,,1270493131
2,2,"vegetarian restaurants in philly""""",Horizons Restaurant,Healthy Fine-Dining on South Street Modern Cuisine and Warm Atmosphere ,www.horizonsphiladelphia.com,"611 S 7th St, Philadelphia, PA",1270493131
4,1,"fine dining restaurants philadelphia""""",Fine Dining Philly,Philadelphia Fine Dining &amp; Events. Make Your Reservation Online Today. ,BistroStTropez.com,,1270493145
4,2,"fine dining restaurants philadelphia""""",Horizons Restaurant,Healthy Fine-Dining on South Street Modern Cuisine and Warm Atmosphere ,www.horizonsphiladelphia.com,"611 S 7th St, Philadelphia, PA",1270493145
4,3,"fine dining restaurants philadelphia""""",Casual Romantic Dining,"Relaxed &amp; Friendly Near Rittenhouse 261 S. 21st St. Philadelphia, PA. ",www.fridaysaturdaysunday.com,,1270493145
4,4,"fine dining restaurants philadelphia""""",Philadelphia Fine Dining,Find Philadelphia Fine Dining Near You. The Web&#39;s Local Search Destination! ,Philadelphia.Local.com,,1270493145
